age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,annual_income
30, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, NorthAmerica, >50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1579,40, NorthAmerica, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, NorthAmerica, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
25, Private, 12th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,1741,40, NorthAmerica, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, NorthAmerica, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,30, NorthAmerica, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, NorthAmerica, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, >50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,3137,0,50, NorthAmerica, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, >50K
45, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,3325,0,40, NorthAmerica, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, Asia, <=50K
44, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,2547,50, NorthAmerica, >50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
68, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,2206,30, NorthAmerica, <=50K
29, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, NorthAmerica, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
61, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, NorthAmerica, >50K
41, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
35, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, Asia, <=50K
26, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
20, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,24, NorthAmerica, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, <=50K
61, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,20, LatinAmerica, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,3, NorthAmerica, <=50K
35, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
46, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
20, Private, 10th, Never-married, Sales, Not-in-family, Other, Male,0,0,40, NorthAmerica, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, NorthAmerica, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, NorthAmerica, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, <=50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, NorthAmerica, >50K
46, Private, Assoc-voc, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,40, NorthAmerica, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3103,0,44, NorthAmerica, >50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,55, NorthAmerica, <=50K
46, Private, HS-grad, Divorced, Sales, Other-relative, White, Female,0,0,40, NorthAmerica, <=50K
42, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,1590,40, NorthAmerica, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, Black, Female,0,0,54, LatinAmerica, >50K
30, Private, Assoc-voc, Married-civ-spouse, Tech-support, Other-relative, White, Female,0,0,40, NorthAmerica, >50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,2415,60, NorthAmerica, >50K
23, Private, 11th, Never-married, Transport-moving, Own-child, White, Female,0,0,38, NorthAmerica, <=50K
69, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3818,0,30, NorthAmerica, <=50K
55, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,40, NorthAmerica, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, NorthAmerica, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,52, NorthAmerica, >50K
18, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
74, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, NorthAmerica, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
54, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,48, NorthAmerica, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, NorthAmerica, <=50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, NorthAmerica, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, NorthAmerica, >50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, >50K
20, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, NorthAmerica, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
31, Self-emp-not-inc, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,1980,60, NorthAmerica, <=50K
60, Private, 5th-6th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
61, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, NorthAmerica, <=50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, NorthAmerica, <=50K
42, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,35, NorthAmerica, <=50K
70, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,6, NorthAmerica, <=50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, NorthAmerica, >50K
27, Private, 11th, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,40, NorthAmerica, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,60, NorthAmerica, >50K
65, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
43, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Female,0,1741,45, NorthAmerica, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, NorthAmerica, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, NorthAmerica, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,65, NorthAmerica, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, NorthAmerica, >50K
63, Private, Assoc-voc, Widowed, Adm-clerical, Unmarried, White, Female,0,0,8, NorthAmerica, <=50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, NorthAmerica, >50K
25, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,50, NorthAmerica, <=50K
54, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Male,914,0,40, NorthAmerica, <=50K
35, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, NorthAmerica, <=50K
24, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, NorthAmerica, >50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,35, NorthAmerica, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, NorthAmerica, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, <=50K
55, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, NorthAmerica, >50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,4064,0,15, NorthAmerica, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, NorthAmerica, >50K
40, Private, 9th, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, LatinAmerica, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, NorthAmerica, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,30, NorthAmerica, <=50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, NorthAmerica, <=50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,50, NorthAmerica, >50K
56, Private, 11th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
19, Private, 10th, Never-married, Sales, Unmarried, Black, Female,0,0,40, NorthAmerica, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, NorthAmerica, >50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,52, NorthAmerica, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, NorthAmerica, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, NorthAmerica, >50K
40, Private, 1st-4th, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,0,0,40, LatinAmerica, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, NorthAmerica, >50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, NorthAmerica, >50K
50, Private, HS-grad, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40, Asia, <=50K
77, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,401,0,20, NorthAmerica, <=50K
39, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,8614,0,52, NorthAmerica, >50K
35, Private, Assoc-acdm, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,24, NorthAmerica, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, NorthAmerica, >50K
60, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, NorthAmerica, >50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,55, NorthAmerica, <=50K
24, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, NorthAmerica, >50K
18, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,27, NorthAmerica, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,55, NorthAmerica, >50K
18, Private, 11th, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,25, NorthAmerica, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,30, NorthAmerica, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,45, NorthAmerica, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, >50K
74, Private, Prof-school, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,20, NorthAmerica, <=50K
27, Private, 5th-6th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Mexico, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, NorthAmerica, <=50K
25, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,20, NorthAmerica, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,60, NorthAmerica, <=50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, NorthAmerica, >50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, NorthAmerica, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, NorthAmerica, >50K
27, Self-emp-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, NorthAmerica, <=50K
50, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,49, LatinAmerica, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,4101,0,50, NorthAmerica, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, NorthAmerica, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, NorthAmerica, <=50K
43, Private, Masters, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,50, NorthAmerica, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Asia, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,55, NorthAmerica, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40, Asia, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,24, NorthAmerica, <=50K
31, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, NorthAmerica, <=50K
41, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,10520,0,40, NorthAmerica, >50K
70, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, NorthAmerica, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,43, NorthAmerica, <=50K
49, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, NorthAmerica, >50K
51, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3103,0,40, NorthAmerica, >50K
43, Private, 1st-4th, Never-married, Sales, Own-child, White, Male,0,0,40, NorthAmerica, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, NorthAmerica, <=50K
64, Private, Some-college, Widowed, Tech-support, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, NorthAmerica, >50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,58, NorthAmerica, <=50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,5, NorthAmerica, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7688,0,55, NorthAmerica, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, NorthAmerica, <=50K
56, Self-emp-not-inc, 10th, Divorced, Sales, Own-child, White, Male,0,0,40, NorthAmerica, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,4865,0,40, NorthAmerica, <=50K
40, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,30, NorthAmerica, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
50, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, NorthAmerica, >50K
19, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,50, NorthAmerica, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,8614,0,40, NorthAmerica, >50K
72, Private, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
51, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, NorthAmerica, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, NorthAmerica, >50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, NorthAmerica, >50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
49, Self-emp-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,32, NorthAmerica, <=50K
58, Private, HS-grad, Divorced, Sales, Other-relative, White, Female,0,0,40, NorthAmerica, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,7298,0,45, NorthAmerica, >50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, NorthAmerica, >50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, NorthAmerica, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, NorthAmerica, <=50K
57, Private, Some-college, Divorced, Exec-managerial, Other-relative, White, Female,594,0,10, NorthAmerica, <=50K
46, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, NorthAmerica, <=50K
20, Private, 9th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,11, LatinAmerica, <=50K
47, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,0,0,50, NorthAmerica, <=50K
53, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,50, Europe, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, NorthAmerica, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, NorthAmerica, <=50K
40, Private, Some-college, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,40, NorthAmerica, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, NorthAmerica, >50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, NorthAmerica, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, NorthAmerica, >50K
24, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,38, NorthAmerica, <=50K
41, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,55, NorthAmerica, <=50K
55, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,18, NorthAmerica, >50K
26, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, NorthAmerica, <=50K
27, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,70, NorthAmerica, <=50K
35, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
61, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, NorthAmerica, >50K
31, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, NorthAmerica, <=50K
61, Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,2339,40, NorthAmerica, <=50K
54, Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, White, Female,0,0,30, NorthAmerica, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, NorthAmerica, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,50, NorthAmerica, <=50K
44, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, NorthAmerica, <=50K
64, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, LatinAmerica, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
61, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,35, NorthAmerica, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, NorthAmerica, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, NorthAmerica, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, NorthAmerica, <=50K
18, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,10, NorthAmerica, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,5013,0,20, NorthAmerica, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,2205,24, NorthAmerica, <=50K
27, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, NorthAmerica, <=50K
50, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,37, Mexico, <=50K
41, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,48, NorthAmerica, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,55, NorthAmerica, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, NorthAmerica, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, NorthAmerica, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Asia, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, NorthAmerica, <=50K
28, Private, 10th, Divorced, Sales, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7688,0,60, NorthAmerica, >50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, NorthAmerica, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, NorthAmerica, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,30, NorthAmerica, <=50K
28, Private, HS-grad, Separated, Sales, Other-relative, White, Female,0,0,40, NorthAmerica, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, >50K
44, Private, 1st-4th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, LatinAmerica, <=50K
25, Private, 12th, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,43, NorthAmerica, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,25, NorthAmerica, <=50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, NorthAmerica, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, NorthAmerica, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, NorthAmerica, <=50K
29, Private, HS-grad, Never-married, Protective-serv, Other-relative, Black, Male,0,0,40, NorthAmerica, <=50K
31, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, NorthAmerica, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, NorthAmerica, <=50K
28, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, NorthAmerica, <=50K
45, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, NorthAmerica, >50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, NorthAmerica, <=50K
90, Private, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
56, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, NorthAmerica, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, NorthAmerica, >50K
45, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,27, NorthAmerica, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, >50K
